#{"t_start": 1744471136.776834, "env_id": "LunarLander-v2"}
r,l,t
-53.353072,273,1837.929669
-184.139543,735,1840.400186
246.289077,338,1844.315065
174.05121,422,1845.64479
-26.644609,335,1846.663425
239.221872,307,1847.460237
231.783811,299,1848.334174
216.412694,326,1849.283182
186.658289,477,1853.701277
203.851035,306,1854.590474
-212.816315,483,1855.921294
167.179428,549,1857.733246
-80.613547,170,1858.161524
-13.657304,436,1862.156043
226.689132,292,1863.004957
-162.443811,661,1864.963491
209.790106,401,1866.164331
-6.139498,267,1866.974212
239.588234,363,1868.016999
-44.948525,267,1872.294737
-8.443397,339,1873.272412
202.147617,286,1874.114569
15.240775,235,1874.950242
235.78759,350,1875.971434
-78.41664,234,1876.807061
173.457665,484,1881.682442
-71.188776,224,1882.308236
-44.183293,382,1883.519031
170.720052,621,1885.681225
-10.004022,191,1886.46337
213.276233,393,1887.797879
-38.299374,184,1891.575932
-6.684785,468,1893.087737
222.754289,326,1894.071308
224.193407,530,1895.902154
185.66977,366,1897.125768
206.022643,390,1901.402927
-55.122647,221,1902.142584
153.460803,584,1903.804338
254.980203,301,1904.887444
144.522179,580,1906.528884
190.138275,506,1911.083242
181.694421,339,1911.949428
238.91468,384,1913.075607
192.148583,411,1914.778633
302.538054,385,1916.209843
193.01624,357,1920.776691
177.158993,490,1922.000387
-38.251105,246,1922.773494
217.722688,320,1923.798529
-35.940596,174,1924.191654
226.334416,368,1925.435667
-13.428658,203,1926.112586
